----------------Prefab----------------------
undles\UI\Blood\UIBattleFly_UpLv.prefab   升级
恶魔活动机器人复活！
神秘商店为空: {scene.Zone()}
C2M_ActivityChouKaRequest活动作弊:{unit.Zone()}  {unit.Id}
C2M_ActivityReceive[成功]:  {unit.Id} {request.ActivityId} {request.ReceiveIndex} {TimeHelper.ServerNow().ToString()}
充值签到成功1：{unit.Id} { bagComponent.GetItemNumber(10010043)}
充值签到成功2：{unit.Id} { bagComponent.GetItemNumber(10010043)}
领取失败: {bagComponent.GetBagLeftCell(ItemLocType.ItemLocBag)} {request.RewardId}
OnZeroClockUpdate [零点刷新]: {unit.Id}
OnZeroClockUpdate防止卡死 [-1]
喂食奖励
首杀奖励
小龟竞猜奖励
Gate定时刷新: {scene.Zone()} {hour} 
排行榜定时刷新: {scene.DomainZone()} {hour}
排行榜定时刷新: {scene.Zone()} {hour}
Union定时刷新: {scene.DomainZone()} {hour}
Union定时刷新: {scene.Zone()} {hour}
PaiMai定时刷新: {scene.DomainZone()} {hour}
PaiMai定时刷新: {scene.Zone()} {hour}
FubenCenter定时刷新: {scene.DomainZone()} {hour}
FubenCenter定时刷新: {scene.Zone()} {hour}
FubenCenter定时刷新Error: {scene.Zone()} {item.Key} {item.Value}
数据落地:  Rank: {scene.Zone()}
数据落地:  PaiMai: {scene.Zone()}
数据落地:  Union: {scene.Zone()}
增幅消耗: {unit.Id}  {reelBagInfo.ItemID}   获得属性:{increaseProLists}
还没有购买格子的需求！
C2M_ItemMelting无效的物品ID: 
玩家
在宝藏之地召唤出领主怪物:<color=#FF75F0>
恭喜玩家<color=#B6FF00>{userInfoComponent.UserName}</color>在拾取装备时,意外在装备上发现了隐藏技能:<color=#FFA313>{skillName}</color>
道具拆分 {unit.Zone()} {unit.Id} {splitNumber}
晶核激活失败: {bagInfoJinHe.ItemID}
触发Buff
执行buff移除属性...
区:{chatInfoUnit.Zone()}    {request.ChatInfo.PlayerName}:  {request.ChatInfo.ChatMsg} 
{chatInfoUnit.Zone()}   {request.JinYanId}  {request.JinYanPlayer} 被举报
asdsadada : 全服邮件{message.ServerMailItem.ServerMailIId}
拍卖下架
找不到击杀方主人.defendUnit == mainAttack: {defendUnit.ConfigId}
找不到击杀方主人.mainAttack == null 
找不到击杀方主人.LocalDungeon1： 防： {defendUnit.ConfigId}  攻： {attackconfid} 
找不到击杀方主人.TeamDungeon：   防： {defendUnit.ConfigId}   攻：  {attackconfid}
<color=#B6FF00>{attackname}</color> 在<color=#FFA313>{sceneConfig.Name}</color> 击败了 <color=#00F6E6>{defendname}</color>
出战宠物
神秘商人购买道具: {unit.Zone()} {unit.Id} {mysteryId}
{uername}在喜从天降活动这种获得: <color=#{CommonHelp.QualityReturnColor(5)}>{itemConfig.ItemName}</color>
(未在副本中)
{pick_name}拾取{itemConfig.ItemName}
{TeamPlayerInfo.PlayerName}:{rollpoint}点
<color=#FDD376>{pick_name}</color>拾取<color=#{colorValue}>{numShow}{itemConfig.ItemName}</color>({m2C_SyncChatInfo.ChatInfo.ChatMsg})
区： {unit.Zone()}  {userInfoComponent.UserInfo.Name}   \t拍卖消耗金币:{unit.GetComponent<DataCollationComponent>().PaiMaiCostGoldToday}  
 \t账号:{userInfoComponent.Account}   \t钻石:{userInfoComponent.UserInfo.Diamond}  \t金币:{userInfoComponent.UserInfo.Gold} \n
服务器:{serverName}   \t道具名称:{itemName}   \t数量:{itemNumber}   \t价格:{price}  \t购买者名称:{buyPlayerName}   \t购买者等级:{buyPlayerLv}    
\t购买者充值:{buyPlayerRecharge}   \t购买者当前金币:{buyNowGold}   \t购买者账号:{buyAccount}    \t出售者名称:{sellPlayerName}   \t出售者账号:{sellAccoount}   \t出售者等级:{sellPlayerLv}    \t出售者当前金币:{sellNowGold} 
上架道具：
数量
时间戳:
拍卖行购买请求 : {unit.Id}  {paiMaiSellConfig.ItemID}  {request.BuyNum}  {cell}
拍卖行购买道具 : {unit.Id}  {paiMaiSellConfig.ItemID}  {request.BuyNum}  {r_PaiMaiShopResponse.PaiMaiShopItemInfo.Price} {cell} {result}
摆摊购买: {unit.Id} 购买 {p2MStallBuyResponse.PaiMaiItemInfo.UserId} 道具ID：{p2MStallBuyResponse.PaiMaiItemInfo.BagInfo.ItemNum} 花费：{needGold} 
{userInfo.Name}的摊位
上架摆摊道具：
金币不足，竞拍失败！
扣除竞拍价：{unit.Zone()} {request.Price}
宠物还在出战中！！
技能全锁定： {unit.Id} {petinfo.Id}
洗炼变异宠物请使用更强大的道具！
恭喜玩家
洗炼宠物时一不小心打翻了药坛子,宠物不小心变了一个颜色!
一股神秘的力量让你的宠物成长提高了！
重置失败,点数不符！
发送竞技场匹配地图消息
宠物乱斗领取奖励： 区:{unit.Zone()}   {unit.Id}   {request.SceneId}  {userName}  {unit.GetComponent<UserInfoComponentS>().UserInfo.Lv}
推广奖励: {request.ActorId}  {rewardItems.Count}
试炼之地领取奖励： 区:{unit.Zone()}   {unit.Id}   {request.RewardId}  {userName}  {unit.GetComponent<UserInfoComponentS>().UserInfo.Lv}
IOS充值回调,收到支付请求消息:  {unit.Id}
充值功能为开放
充值[版号服]SendDiamondToUnit: {unit.Id}
内测服
充值作弊： 区：{unit.Zone()}  ID：{unit.Id}  rechargenumber: {request.RechargeNumber}
拉起支付订单[IOS]: 服务器:{serverName} 玩家:{userName}  充值金额:{request.RechargeNumber}
拉起支付订单[IOS]: 服务器:{serverName} 玩家:{userName}  充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()}
拉起支付订单[微信支付]:服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}
拉起支付订单[微信支付]:服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()}
拉起支付订单[支付宝]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}
拉起支付订单[支付宝]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()}
拉起支付订单[TikTok]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}
拉起支付订单[TikTok]: 服务器:{serverName} 玩家:{userName}   充值金额:{request.RechargeNumber}  时间:{TimeHelper.DateTimeNow().ToString()}
FsmStateEnum.ShanXian被定[S] {skillS.TargetPosition}
子弹位置： x: {unit.Position.x}  z: {unit.Position.z}
重复技能ID: {skillSetComponent.SkillList[i].SkillID}
TeamDungeonBoxReward[已翻牌]: {unit.Id} {request.BoxIndex}
TeamDungeonBoxReward[可翻牌]: {unit.Id} {request.BoxIndex} {request.RewardItem.ItemID} {request.RewardItem.ItemNum}
副本奖励
家族神秘商人购买道具: {unit.Zone()} {unit.Id} {mysteryId}
科技升级 {passTime} {unionKeJiConfig.NeedTime}
分配新会长！！
恭喜您!您所在得家族等级获得提升,这是家族升级的奖励!
恭喜 <color=#{CommonHelp.QualityReturnColor(5)}>{dBUnionInfo.UnionInfo.UnionName}</color> 家族等级提升至{dBUnionInfo.UnionInfo.Level}级
{request.Par} 为家族增加经验 {addExp}
{request.Par} 为家族增加资金 {addExp}
家族祝福
[增加疲劳] {unit.DomainZone()}  {unit.Id}   {0}  {addPilao}
家族邀请
玩家{message.PlayerName}邀请你加入{message.UnionName},是否接受?
争霸赛结束
争霸赛已结束,请及时退出结算奖励!
需要消耗：{0}
品质:{0}
大海捞针
一击必中
十发十中
百年不遇
范围:{0}-{1}
请选择鉴定符！
恭喜您！道具发挥了作用,鉴定成功!
竞技场第一
恭喜你获得竞技场第1名,奖励内容8点发送至邮箱
剩余人数： {0}
玩家 <color=#{0}>{1}</color> {2} 出价： <color=#{3}>{4}</color>
倒计时: {0}
自身已战胜{0}个玩家
当前召唤人口:{0}/{1}
人口不足！
召唤{0}成功!
施法者：{0}
新关卡开启！
进入等级：{0}
适合经常冒险
爆率提升20%
不容一丝懈怠爆率提升50%
爆率提升50%
{0}秒后退出副本
{0}/{1}(道具不足)
返回出生点
被击杀怪物:{0}
被击杀玩家:{0}
最后一击技能:{0}
最后一击伤害:{0}
不支持复活
{0}秒后可返回主城！
{0}秒后可返回出生点！
选择剩余时间:{0}秒
体力不足!
请输入聊天内容！
请重新输入！
没有队伍！
任务ID: {tasks[i].Id} 错误怪物ID: {monster}
第{0}章探宝
次数：{0}/{1}
免费抽卡
今日探宝次数:{0}
是否一键出售低品质装备和宝石,出售品质可以在设置中进行选择
当前等级：{0}
魔御
韧性概率
名字不合法!
请输入名字！！！
请选择职业！！！
超出数量！
准备倒计时 {0}:{1}
活动结束倒计时 {0}:{1}
第{0}名 {1}
请先创建或加入副本队伍
创建等级:{0}级
{0}-3人
需要道具{0}！
提示
开启深渊模式需要消耗道具深渊凭证，是否继续？
帮助副本次数已尽，开启副本会消耗正常次数
创建{CellGenerateConfigCategory.Instance.Get(self.FubenId).ChapterName}副本成功！
神秘之门倒计时 {0}:{1}
神秘之门还剩{0}秒，活动结束将强制离开地图哦。
可以进行移动
金币消耗:{0}
钻石消耗:{0}
移动次数: {0}/5
是否消耗{0}金币?
是否消耗{0}钻石?
激活等级:{0}级
冒险进度
最近领主刷新：{0}时{1}分
最近领主刷新：已刷新
是否返回主城出生点？
地图图片上没有添加关卡 Levels/Level_{i}
正常爆率
氪金大佬的衣服
对应难度的领主怪物未被击败,请先击败对应怪物
材料不足！
当前金币:  {0}
未选择宠物！
宠物不符合任务要求！
提交宠物任务
确定提交宠物?
完成任务
道具类型不符合任务要求
输入不能为空！
邮件发送成功！
请输入热重载类型！
玩家:{0}机器人:{1}
下次道具刷新: {0}:{1}
活动结束还剩{0}秒，活动结束将强制离开地图哦。
拾光收集
巅峰试炼
勇者之境
宝石制造
交易行
装备洗炼
制造神器
商店系统
邮件系统
坐骑系统
幸运探宝
赛季系统
游戏活动
每日活跃
游戏商城
宠装制造
奖励系统
游戏设置
游戏副本
等级第一的玩家为:{self.WorldPlayerLv}级,开服第一天低于第一等级玩家3级内才可使用!
当前附魔属性<color=#BEFF34>{0}</color> \n是否覆盖已有属性\n{1}\n此附魔道具已消耗
装备附魔
附魔属性 {0}
锁定道具不能出售!
出售完成!
家园烹饪
类型:{0}
已绑定
鉴定符品质:{bagInfo.ItemPar}
{0}\n\n{1}\n品质越高,鉴定出极品的概率越高。\n鉴定符品质与制造者技巧值相关。
{0}\n\n烹饪品质:无？？
{0}\n\n烹饪品质:{1}
{0}\n\n技能描述:{1}
{0}\n前往地图:{1}开启藏宝图!
使用等级
请前往家园装备增幅系统
请选择装备！
请选择孔位！
宝石与孔位不符！
镶嵌宝石
是否需要覆盖宝石?\n覆盖后原有位置得宝石会自动销毁哦!
副本中才能使用!
已经学习过该技能！
请前往主城的宠物蛋孵化处!
开区4小时后开启!
背包格子不够！
消耗道具:
请前往宠物重塑界面使用！
请前往赛季界面使用
已达到最大购买格子数量!
道具使用成功!
对应的位置没有装备！
附魔属性 {itemfumo}
只能放入宝石！
当前土地有植物！
请选择返回主城或自己家园？
返回家园
UIJiaYuanPetFeed暂未开放
{0}的家园
附近没有可收获的道具！
是否花费 {0} 开启一块土地
是否移除农作物?
可种植地数量:{0}/{1}
空地数量不足！
经验收益: {0}/小时
宠物增加 {0}心情值
当前阶段: {0}
下一阶段: {0}
预计收获: {0}
{0} {1}收获一次 \n
{0} 玩家<color=#9CA606>{1}</color>
 来到你的家园逛了一圈。
 在你的家园拾取了<color=#9CA606> {0}</color>
 在你的家园清理了<color=#9CA606> {0}</color>
兑换次数不足！
提示:经验产出{0}/小时,预计{1}小时后可升级家园
兑换次数:10/{0}
开启仓库
是否消耗{0}开启一个仓库
获得道具: {0}
购买格子
是否花费{0}购买一个背包格子?
战斗状态不能骑马!
该场景不能骑马!
请前往{0} {1} 出接取任务
摊位提示
是否收起自己的摊位?\n 支持下线,摊位可以离线显示6小时!
摊位已收起!
组队副本！！！
非法修改数据！
切换成宠物 Petfightindex：{petfightindex}
切换成英雄
{SeasonHelper.GetOpenLv()}级开启！
<color=#{0}>击败怪物</color>
<color=#{0}>等级奖励</color>
<color=#{0}>{1}级领取</color>
移动次数消耗完毕,请返回副本!
确定返回主城？
现在离开战场,将不会获得战场胜利的奖励哦
恭喜你!等级提升至:
获得{0} 家族捐献
消耗{0} 家族捐献
获得{0} 金币
消耗{0} 金币
获得{0} 兑换币
消耗{0} 兑换币
获得{0} 荣誉
消耗{0} 荣誉
获得{0} 家园资金
获得{0} 饱食度
系统消息
所有人不要乱跑哦
取消挂机!
充值{0}元成功
重新设置主界面功能按钮
技能重置
该生活技能已学习！
{0}/{1}(技巧值不足)
{0}/{1}(可学习)
已经学习过该道具!
学习配方成功!
缺少道具:{itemConfig.ItemName}
需要先创建角色！
未选择角色！
网络断线，请重新登陆！
请选择要删除的角色!
是否删除当前角色？
不能重复转职!
转职
是否转职为：{0}
{0}专精
请先选择一个职业！
技能点重置
是否花费{0}重置技能点
不能小于竞拍价！
参与竞拍
扣除{0}金币的保证金
出价玩家:{0}
已经缴纳{0}保证金
单价：{0}
总价：{0}
橙色品质及以上的装备不能上架！
出售价格过低,当前最低价格为:
上架总金额不能超过1000万金币！
在拍卖行上架道具<color=#{0}>{1}</color>！<color=#00FF00>点击前往拍卖行 </color><link=paimai_{2}_{3}></link>
如需再提高价格,请手动修改价格!
(提升{0}点
今日探索次数:{0}
请选择宠物蛋！
阵容限制：{0}/{1}
已达到上阵最大数量！
挑战胜利
已通关！
宠物之核合成成功！
同类型和同等级的宠物之核才能合成！
中级核心
穿戴3个8级以上的宠物之核
高级核心
穿戴3个10级以上的宠物之核
等级 {0}
等级: 0
点击进化
已进化
造成伤害:{0} 承受伤害:{1}
我的排名: {0}
星星数量不够
请先通关前面的关卡
你未携带上阵宠物无法参与。
召唤宠物数量：0/{0}
召唤怪物数量：0
恢复值：{0}点/每秒
召唤宠物数量：{0}/{1}
召唤{0}数量：{1}
怪物
召唤宠物数量：{0}
是否强制退出战斗！
发放卡牌 {cards.Count} 张
重置挑战
是否花费350钻石重置5次挑战次数？/n提示:挑战次数上限为10
每天最多只能重置3次！
钻石不足！
挑战剩余次数:{0}/10
查看宠物信息出错！
产出:{0}小时
占领者:{0}
占领者:无
挑战冷却时间: {0}
请选择一个队伍！
挑战冷却中！
玩家 {0} {1} 占领了你的{2}
挑战冷却中，无法更换
出战冷却中！
宠物技能数量小于2不能使用次道具！
